Model,MDO32
Firmware Version,1.12.15

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,8e-08
Horizontal Delay,2.71292e-07
Sample Interval,8e-10
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,2.76
,
,
,
Label,
TIME,CH1
-1.287e-07,-8.88178e-17
-1.279e-07,-8.88178e-17
-1.271e-07,-8.88178e-17
-1.263e-07,-8.88178e-17
-1.255e-07,-8.88178e-17
-1.247e-07,-8.88178e-17
-1.239e-07,-0.008
-1.231e-07,-8.88178e-17
-1.223e-07,-8.88178e-17
-1.215e-07,-8.88178e-17
-1.207e-07,-8.88178e-17
-1.199e-07,-0.008
-1.191e-07,-0.008
-1.183e-07,-8.88178e-17
-1.175e-07,-8.88178e-17
-1.167e-07,-8.88178e-17
-1.159e-07,0.008
-1.151e-07,-8.88178e-17
-1.143e-07,0.008
-1.135e-07,-0.008
-1.127e-07,-8.88178e-17
-1.119e-07,0.008
-1.111e-07,-8.88178e-17
-1.103e-07,-8.88178e-17
-1.095e-07,-8.88178e-17
-1.087e-07,-0.016
-1.079e-07,-8.88178e-17
-1.071e-07,-8.88178e-17
-1.063e-07,-8.88178e-17
-1.055e-07,-8.88178e-17
-1.047e-07,-8.88178e-17
-1.039e-07,-8.88178e-17
-1.031e-07,-8.88178e-17
-1.023e-07,-8.88178e-17
-1.015e-07,-8.88178e-17
-1.007e-07,-8.88178e-17
-9.991e-08,-8.88178e-17
-9.911e-08,-0.008
-9.831e-08,-8.88178e-17
-9.751e-08,-8.88178e-17
-9.671e-08,-8.88178e-17
-9.591e-08,-8.88178e-17
-9.511e-08,-8.88178e-17
-9.431e-08,-8.88178e-17
-9.351e-08,-8.88178e-17
-9.271e-08,-8.88178e-17
-9.191e-08,-8.88178e-17
-9.111e-08,-8.88178e-17
-9.031e-08,0.008
-8.951e-08,-8.88178e-17
-8.871e-08,-8.88178e-17
-8.791e-08,-8.88178e-17
-8.711e-08,-8.88178e-17
-8.631e-08,-8.88178e-17
-8.551e-08,-8.88178e-17
-8.471e-08,-8.88178e-17
-8.391e-08,-8.88178e-17
-8.311e-08,-0.008
-8.231e-08,-0.008
-8.151e-08,-8.88178e-17
-8.071e-08,-8.88178e-17
-7.991e-08,-0.008
-7.911e-08,-8.88178e-17
-7.831e-08,-8.88178e-17
-7.751e-08,-8.88178e-17
-7.671e-08,-8.88178e-17
-7.591e-08,-8.88178e-17
-7.511e-08,-8.88178e-17
-7.431e-08,-0.008
-7.351e-08,-0.008
-7.271e-08,-8.88178e-17
-7.191e-08,-8.88178e-17
-7.111e-08,-8.88178e-17
-7.031e-08,-0.008
-6.951e-08,-0.008
-6.871e-08,-8.88178e-17
-6.791e-08,-8.88178e-17
-6.711e-08,-8.88178e-17
-6.631e-08,-8.88178e-17
-6.551e-08,-8.88178e-17
-6.471e-08,-8.88178e-17
-6.391e-08,-8.88178e-17
-6.311e-08,-8.88178e-17
-6.231e-08,-8.88178e-17
-6.151e-08,-8.88178e-17
-6.071e-08,-0.008
-5.991e-08,-8.88178e-17
-5.911e-08,-8.88178e-17
-5.831e-08,0.008
-5.751e-08,-8.88178e-17
-5.671e-08,-8.88178e-17
-5.591e-08,-8.88178e-17
-5.511e-08,-8.88178e-17
-5.431e-08,-0.008
-5.351e-08,-8.88178e-17
-5.271e-08,-8.88178e-17
-5.191e-08,-8.88178e-17
-5.111e-08,-8.88178e-17
-5.031e-08,-8.88178e-17
-4.951e-08,-8.88178e-17
-4.871e-08,-8.88178e-17
-4.791e-08,-8.88178e-17
-4.711e-08,-8.88178e-17
-4.631e-08,-8.88178e-17
-4.551e-08,-8.88178e-17
-4.471e-08,-8.88178e-17
-4.391e-08,-8.88178e-17
-4.311e-08,-8.88178e-17
-4.231e-08,-8.88178e-17
-4.151e-08,-0.008
-4.071e-08,-8.88178e-17
-3.991e-08,-8.88178e-17
-3.911e-08,-8.88178e-17
-3.831e-08,-0.008
-3.751e-08,-8.88178e-17
-3.671e-08,-8.88178e-17
-3.591e-08,-8.88178e-17
-3.511e-08,-8.88178e-17
-3.431e-08,-8.88178e-17
-3.351e-08,-8.88178e-17
-3.271e-08,-0.008
-3.191e-08,-8.88178e-17
-3.111e-08,-8.88178e-17
-3.031e-08,-8.88178e-17
-2.951e-08,-8.88178e-17
-2.871e-08,-0.008
-2.791e-08,-0.008
-2.711e-08,-8.88178e-17
-2.631e-08,-8.88178e-17
-2.551e-08,-0.008
-2.471e-08,-8.88178e-17
-2.391e-08,-8.88178e-17
-2.311e-08,-8.88178e-17
-2.231e-08,-8.88178e-17
-2.151e-08,-0.008
-2.071e-08,-8.88178e-17
-1.991e-08,-8.88178e-17
-1.911e-08,-0.008
-1.831e-08,-8.88178e-17
-1.751e-08,-8.88178e-17
-1.671e-08,-8.88178e-17
-1.591e-08,-0.008
-1.511e-08,-8.88178e-17
-1.431e-08,-8.88178e-17
-1.351e-08,-8.88178e-17
-1.271e-08,-0.008
-1.191e-08,-8.88178e-17
-1.111e-08,-8.88178e-17
-1.031e-08,-0.008
-9.508e-09,-8.88178e-17
-8.708e-09,-8.88178e-17
-7.908e-09,-0.008
-7.108e-09,-8.88178e-17
-6.308e-09,-8.88178e-17
-5.508e-09,-8.88178e-17
-4.708e-09,-0.008
-3.908e-09,-0.008
-3.108e-09,-8.88178e-17
-2.308e-09,-0.016
-1.508e-09,-0.064
-7.083e-10,-0.232
9.172e-11,-0.584
8.917e-10,-1.056
1.692e-09,-1.496
2.492e-09, -inf
3.292e-09, -inf
4.092e-09, -inf
4.892e-09, -inf
5.692e-09, -inf
6.492e-09, -inf
7.292e-09, -inf
8.092e-09, -inf
8.892e-09, -inf
9.692e-09, -inf
1.049e-08, -inf
1.129e-08, -inf
1.209e-08, -inf
1.289e-08, -inf
1.369e-08, -inf
1.449e-08, -inf
1.529e-08, -inf
1.609e-08, -inf
1.689e-08, -inf
1.769e-08, -inf
1.849e-08, -inf
1.929e-08, -inf
2.009e-08, -inf
2.089e-08, -inf
2.169e-08, -inf
2.249e-08, -inf
2.329e-08, -inf
2.409e-08, -inf
2.489e-08, -inf
2.569e-08, -inf
2.649e-08, -inf
2.729e-08, -inf
2.809e-08, -inf
2.889e-08, -inf
2.969e-08, -inf
3.049e-08, -inf
3.129e-08, -inf
3.209e-08, -inf
3.289e-08, -inf
3.369e-08, -inf
3.449e-08, -inf
3.529e-08, -inf
3.609e-08, -inf
3.689e-08, -inf
3.769e-08, -inf
3.849e-08, -inf
3.929e-08, -inf
4.009e-08, -inf
4.089e-08, -inf
4.169e-08,-1.52
4.249e-08,-1.472
4.329e-08,-1.496
4.409e-08, -inf
4.489e-08, -inf
4.569e-08, -inf
4.649e-08, -inf
4.729e-08, -inf
4.809e-08, -inf
4.889e-08, -inf
4.969e-08, -inf
5.049e-08, -inf
5.129e-08, -inf
5.209e-08, -inf
5.289e-08, -inf
5.369e-08, -inf
5.449e-08, -inf
5.529e-08, -inf
5.609e-08,-1.552
5.689e-08,-1.512
5.769e-08,-1.488
5.849e-08,-1.504
5.929e-08,-1.536
6.009e-08, -inf
6.089e-08, -inf
6.169e-08, -inf
6.249e-08, -inf
6.329e-08, -inf
6.409e-08, -inf
6.489e-08,-1.56
6.569e-08,-1.488
6.649e-08,-1.448
6.729e-08,-1.456
6.809e-08,-1.48
6.889e-08,-1.488
6.969e-08,-1.488
7.049e-08,-1.48
7.129e-08,-1.456
7.209e-08,-1.432
7.289e-08,-1.416
7.369e-08,-1.432
7.449e-08,-1.456
7.529e-08,-1.472
7.609e-08,-1.472
7.689e-08,-1.464
7.769e-08,-1.44
7.849e-08,-1.4
7.929e-08,-1.36
8.009e-08,-1.344
8.089e-08,-1.36
8.169e-08,-1.416
8.249e-08,-1.456
8.329e-08,-1.448
8.409e-08,-1.376
8.489e-08,-1.304
8.569e-08,-1.264
8.649e-08,-1.28
8.729e-08,-1.328
8.809e-08,-1.352
8.889e-08,-1.36
8.969e-08,-1.352
9.049e-08,-1.368
9.129e-08,-1.36
9.209e-08,-1.32
9.289e-08,-1.28
9.369e-08,-1.248
9.449e-08,-1.24
9.529e-08,-1.232
9.609e-08,-1.248
9.689e-08,-1.28
9.769e-08,-1.328
9.849e-08,-1.344
9.929e-08,-1.352
1.001e-07,-1.344
1.009e-07,-1.336
1.017e-07,-1.344
1.025e-07,-1.336
1.033e-07,-1.32
1.041e-07,-1.28
1.049e-07,-1.248
1.057e-07,-1.248
1.065e-07,-1.264
1.073e-07,-1.28
1.081e-07,-1.28
1.089e-07,-1.272
1.097e-07,-1.28
1.105e-07,-1.288
1.113e-07,-1.304
1.121e-07,-1.288
1.129e-07,-1.24
1.137e-07,-1.208
1.145e-07,-1.224
1.153e-07,-1.248
1.161e-07,-1.248
1.169e-07,-1.224
1.177e-07,-1.2
1.185e-07,-1.24
1.193e-07,-1.296
1.201e-07,-1.328
1.209e-07,-1.32
1.217e-07,-1.28
1.225e-07,-1.24
1.233e-07,-1.216
1.241e-07,-1.208
1.249e-07,-1.216
1.257e-07,-1.224
1.265e-07,-1.224
1.273e-07,-1.208
1.281e-07,-1.168
1.289e-07,-1.12
1.297e-07,-1.096
1.305e-07,-1.088
1.313e-07,-1.112
1.321e-07,-1.144
1.329e-07,-1.176
1.337e-07,-1.192
1.345e-07,-1.192
1.353e-07,-1.176
1.361e-07,-1.144
1.369e-07,-1.096
1.377e-07,-1.064
1.385e-07,-1.048
1.393e-07,-1.04
1.401e-07,-1.032
1.409e-07,-1.024
1.417e-07,-1.008
1.425e-07,-0.992
1.433e-07,-1.008
1.441e-07,-1.016
1.449e-07,-1.016
1.457e-07,-1.032
1.465e-07,-1.04
1.473e-07,-1.048
1.481e-07,-1.04
1.489e-07,-1
1.497e-07,-0.976
1.505e-07,-0.952
1.513e-07,-0.976
1.521e-07,-1.016
1.529e-07,-1.024
1.537e-07,-1.016
1.545e-07,-1.008
1.553e-07,-1.024
1.561e-07,-1.072
1.569e-07,-1.112
1.577e-07,-1.12
1.585e-07,-1.104
1.593e-07,-1.072
1.601e-07,-1.032
1.609e-07,-1.032
1.617e-07,-1.024
1.625e-07,-1
1.633e-07,-0.976
1.641e-07,-0.952
1.649e-07,-0.944
1.657e-07,-0.912
1.665e-07,-0.888
1.673e-07,-0.872
1.681e-07,-0.872
1.689e-07,-0.896
1.697e-07,-0.92
1.705e-07,-0.928
1.713e-07,-0.936
1.721e-07,-0.92
1.729e-07,-0.904
1.737e-07,-0.88
1.745e-07,-0.856
1.753e-07,-0.856
1.761e-07,-0.88
1.769e-07,-0.904
1.777e-07,-0.92
1.785e-07,-0.912
1.793e-07,-0.888
1.801e-07,-0.856
1.809e-07,-0.824
1.817e-07,-0.816
1.825e-07,-0.832
1.833e-07,-0.872
1.841e-07,-0.904
1.849e-07,-0.92
1.857e-07,-0.896
1.865e-07,-0.872
1.873e-07,-0.848
1.881e-07,-0.832
1.889e-07,-0.808
1.897e-07,-0.792
1.905e-07,-0.784
1.913e-07,-0.808
1.921e-07,-0.824
1.929e-07,-0.84
1.937e-07,-0.832
1.945e-07,-0.824
1.953e-07,-0.824
1.961e-07,-0.824
1.969e-07,-0.816
1.977e-07,-0.816
1.985e-07,-0.824
1.993e-07,-0.84
2.001e-07,-0.856
2.009e-07,-0.856
2.017e-07,-0.848
2.025e-07,-0.824
2.033e-07,-0.8
2.041e-07,-0.76
2.049e-07,-0.72
2.057e-07,-0.72
2.065e-07,-0.768
