Model,MDO32
Firmware Version,1.12.15

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,8e-08
Horizontal Delay,2.71292e-07
Sample Interval,8e-10
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Vertical Position,2.76
,
,
,
Label,
TIME,CH1
-1.287e-07,nan
-1.279e-07,nan
-1.271e-07,nan
-1.263e-07,nan
-1.255e-07,nan
-1.247e-07,nan
-1.239e-07,nan
-1.231e-07,nan
-1.223e-07,nan
-1.215e-07,nan
-1.207e-07,nan
-1.199e-07,nan
-1.191e-07,nan
-1.183e-07,nan
-1.175e-07,nan
-1.167e-07,nan
-1.159e-07,nan
-1.151e-07,nan
-1.143e-07,nan
-1.135e-07,nan
-1.127e-07,nan
-1.119e-07,nan
-1.111e-07,nan
-1.103e-07,nan
-1.095e-07,nan
-1.087e-07,nan
-1.079e-07,nan
-1.071e-07,nan
-1.063e-07,nan
-1.055e-07,nan
-1.047e-07,nan
-1.039e-07,nan
-1.031e-07,nan
-1.023e-07,nan
-1.015e-07,nan
-1.007e-07,nan
-9.991e-08,nan
-9.911e-08,nan
-9.831e-08,nan
-9.751e-08,nan
-9.671e-08,nan
-9.591e-08,nan
-9.511e-08,nan
-9.431e-08,nan
-9.351e-08,nan
-9.271e-08,nan
-9.191e-08,nan
-9.111e-08,nan
-9.031e-08,nan
-8.951e-08,nan
-8.871e-08,nan
-8.791e-08,nan
-8.711e-08,nan
-8.631e-08,nan
-8.551e-08,nan
-8.471e-08,nan
-8.391e-08,nan
-8.311e-08,nan
-8.231e-08,nan
-8.151e-08,nan
-8.071e-08,nan
-7.991e-08,nan
-7.911e-08,nan
-7.831e-08,nan
-7.751e-08,nan
-7.671e-08,nan
-7.591e-08,nan
-7.511e-08,nan
-7.431e-08,nan
-7.351e-08,nan
-7.271e-08,nan
-7.191e-08,nan
-7.111e-08,nan
-7.031e-08,nan
-6.951e-08,nan
-6.871e-08,nan
-6.791e-08,nan
-6.711e-08,nan
-6.631e-08,nan
-6.551e-08,nan
-6.471e-08,nan
-6.391e-08,nan
-6.311e-08,nan
-6.231e-08,nan
-6.151e-08,nan
-6.071e-08,nan
-5.991e-08,nan
-5.911e-08,nan
-5.831e-08,nan
-5.751e-08,nan
-5.671e-08,nan
-5.591e-08,nan
-5.511e-08,nan
-5.431e-08,nan
-5.351e-08,nan
-5.271e-08,nan
-5.191e-08,nan
-5.111e-08,nan
-5.031e-08,nan
-4.951e-08,nan
-4.871e-08,nan
-4.791e-08,nan
-4.711e-08,nan
-4.631e-08,nan
-4.551e-08,nan
-4.471e-08,nan
-4.391e-08,nan
-4.311e-08,nan
-4.231e-08,nan
-4.151e-08,nan
-4.071e-08,nan
-3.991e-08,nan
-3.911e-08,nan
-3.831e-08,nan
-3.751e-08,nan
-3.671e-08,nan
-3.591e-08,nan
-3.511e-08,nan
-3.431e-08,nan
-3.351e-08,nan
-3.271e-08,nan
-3.191e-08,nan
-3.111e-08,nan
-3.031e-08,nan
-2.951e-08,nan
-2.871e-08,nan
-2.791e-08,nan
-2.711e-08,nan
-2.631e-08,nan
-2.551e-08,nan
-2.471e-08,nan
-2.391e-08,nan
-2.311e-08,nan
-2.231e-08,nan
-2.151e-08,nan
-2.071e-08,nan
-1.991e-08,nan
-1.911e-08,nan
-1.831e-08,nan
-1.751e-08,nan
-1.671e-08,nan
-1.591e-08,nan
-1.511e-08,nan
-1.431e-08,nan
-1.351e-08,nan
-1.271e-08,nan
-1.191e-08,nan
-1.111e-08,nan
-1.031e-08,nan
-9.508e-09,nan
-8.708e-09,nan
-7.908e-09,nan
-7.108e-09,nan
-6.308e-09,nan
-5.508e-09,nan
-4.708e-09,nan
-3.908e-09,nan
-3.108e-09,nan
-2.308e-09,nan
-1.508e-09,nan
-7.083e-10,nan
9.172e-11,nan
8.917e-10,nan
1.692e-09,nan
2.492e-09,nan
3.292e-09,nan
4.092e-09,nan
4.892e-09,nan
5.692e-09,nan
6.492e-09,nan
7.292e-09,nan
8.092e-09,nan
8.892e-09,nan
9.692e-09,nan
1.049e-08,nan
1.129e-08,nan
1.209e-08,nan
1.289e-08,nan
1.369e-08,nan
1.449e-08,nan
1.529e-08,nan
1.609e-08,nan
1.689e-08,nan
1.769e-08,nan
1.849e-08,nan
1.929e-08,nan
2.009e-08,nan
2.089e-08,nan
2.169e-08,nan
2.249e-08,nan
2.329e-08,nan
2.409e-08,nan
2.489e-08,nan
2.569e-08,nan
2.649e-08,nan
2.729e-08,nan
2.809e-08,nan
2.889e-08,nan
2.969e-08,nan
3.049e-08,nan
3.129e-08,nan
3.209e-08,nan
3.289e-08,nan
3.369e-08,nan
3.449e-08,nan
3.529e-08,nan
3.609e-08,nan
3.689e-08,nan
3.769e-08,nan
3.849e-08,nan
3.929e-08,nan
4.009e-08,nan
4.089e-08,nan
4.169e-08,nan
4.249e-08,nan
4.329e-08,nan
4.409e-08,nan
4.489e-08,nan
4.569e-08,nan
4.649e-08,nan
4.729e-08,nan
4.809e-08,nan
4.889e-08,nan
4.969e-08,nan
5.049e-08,nan
5.129e-08,nan
5.209e-08,nan
5.289e-08,nan
5.369e-08,nan
5.449e-08,nan
5.529e-08,nan
5.609e-08,nan
5.689e-08,nan
5.769e-08,nan
5.849e-08,nan
5.929e-08,nan
6.009e-08,nan
6.089e-08,nan
6.169e-08,nan
6.249e-08,nan
6.329e-08,nan
6.409e-08,nan
6.489e-08,nan
6.569e-08,nan
6.649e-08,nan
6.729e-08,nan
6.809e-08,nan
6.889e-08,nan
6.969e-08,nan
7.049e-08,nan
7.129e-08,nan
7.209e-08,nan
7.289e-08,nan
7.369e-08,nan
7.449e-08,nan
7.529e-08,nan
7.609e-08,nan
7.689e-08,nan
7.769e-08,nan
7.849e-08,nan
7.929e-08,nan
8.009e-08,nan
8.089e-08,nan
8.169e-08,nan
8.249e-08,nan
8.329e-08,nan
8.409e-08,nan
8.489e-08,nan
8.569e-08,nan
8.649e-08,nan
8.729e-08,nan
8.809e-08,nan
8.889e-08,nan
8.969e-08,nan
9.049e-08,nan
9.129e-08,nan
9.209e-08,nan
9.289e-08,nan
9.369e-08,nan
9.449e-08,nan
9.529e-08,nan
9.609e-08,nan
9.689e-08,nan
9.769e-08,nan
9.849e-08,nan
9.929e-08,nan
1.001e-07,nan
1.009e-07,nan
1.017e-07,nan
1.025e-07,nan
1.033e-07,nan
1.041e-07,nan
1.049e-07,nan
1.057e-07,nan
1.065e-07,nan
1.073e-07,nan
1.081e-07,nan
1.089e-07,nan
1.097e-07,nan
1.105e-07,nan
1.113e-07,nan
1.121e-07,nan
1.129e-07,nan
1.137e-07,nan
1.145e-07,nan
1.153e-07,nan
1.161e-07,nan
1.169e-07,nan
1.177e-07,nan
1.185e-07,nan
1.193e-07,nan
1.201e-07,nan
1.209e-07,nan
1.217e-07,nan
1.225e-07,nan
1.233e-07,nan
1.241e-07,nan
1.249e-07,nan
1.257e-07,nan
1.265e-07,nan
1.273e-07,nan
1.281e-07,nan
1.289e-07,nan
1.297e-07,nan
1.305e-07,nan
1.313e-07,nan
1.321e-07,nan
1.329e-07,nan
1.337e-07,nan
1.345e-07,nan
1.353e-07,nan
1.361e-07,nan
1.369e-07,nan
1.377e-07,nan
1.385e-07,nan
1.393e-07,nan
1.401e-07,nan
1.409e-07,nan
1.417e-07,nan
1.425e-07,nan
1.433e-07,nan
1.441e-07,nan
1.449e-07,nan
1.457e-07,nan
1.465e-07,nan
1.473e-07,nan
1.481e-07,nan
1.489e-07,nan
1.497e-07,nan
1.505e-07,nan
1.513e-07,nan
1.521e-07,nan
1.529e-07,nan
1.537e-07,nan
1.545e-07,nan
1.553e-07,nan
1.561e-07,nan
1.569e-07,nan
1.577e-07,nan
1.585e-07,nan
1.593e-07,nan
1.601e-07,nan
1.609e-07,nan
1.617e-07,nan
1.625e-07,nan
1.633e-07,nan
1.641e-07,nan
1.649e-07,nan
1.657e-07,nan
1.665e-07,nan
1.673e-07,nan
1.681e-07,nan
1.689e-07,nan
1.697e-07,nan
1.705e-07,nan
1.713e-07,nan
1.721e-07,nan
1.729e-07,nan
1.737e-07,nan
1.745e-07,nan
1.753e-07,nan
1.761e-07,nan
1.769e-07,nan
1.777e-07,nan
1.785e-07,nan
1.793e-07,nan
1.801e-07,nan
1.809e-07,nan
1.817e-07,nan
1.825e-07,nan
1.833e-07,nan
1.841e-07,nan
1.849e-07,nan
1.857e-07,nan
1.865e-07,nan
1.873e-07,nan
1.881e-07,nan
1.889e-07,nan
1.897e-07,nan
1.905e-07,nan
1.913e-07,nan
1.921e-07,nan
1.929e-07,nan
1.937e-07,nan
1.945e-07,nan
1.953e-07,nan
1.961e-07,nan
1.969e-07,nan
1.977e-07,nan
1.985e-07,nan
1.993e-07,nan
2.001e-07,nan
2.009e-07,nan
2.017e-07,nan
2.025e-07,nan
2.033e-07,nan
2.041e-07,nan
2.049e-07,nan
2.057e-07,nan
2.065e-07,nan
2.073e-07,nan
2.081e-07,nan
2.089e-07,nan
2.097e-07,nan
2.105e-07,nan
2.113e-07,nan
2.121e-07,nan
2.129e-07,nan
2.137e-07,nan
2.145e-07,nan
2.153e-07,nan
2.161e-07,nan
2.169e-07,nan
2.177e-07,nan
2.185e-07,nan
2.193e-07,nan
2.201e-07,nan
2.209e-07,nan
2.217e-07,nan
2.225e-07,nan
2.233e-07,nan
2.241e-07,nan
2.249e-07,nan
2.257e-07,nan
2.265e-07,nan
2.273e-07,nan
2.281e-07,nan
2.289e-07,nan
2.297e-07,nan
2.305e-07,nan
2.313e-07,nan
2.321e-07,nan
2.329e-07,nan
2.337e-07,nan
2.345e-07,nan
2.353e-07,nan
2.361e-07,nan
2.369e-07,nan
2.377e-07,nan
2.385e-07,nan
2.393e-07,nan
2.401e-07,nan
2.409e-07,nan
2.417e-07,nan
2.425e-07,nan
2.433e-07,nan
2.441e-07,nan
2.449e-07,nan
2.457e-07,nan
2.465e-07,nan
2.473e-07,nan
2.481e-07,nan
2.489e-07,nan
2.497e-07,nan
2.505e-07,nan
2.513e-07,nan
2.521e-07,nan
2.529e-07,nan
2.537e-07,nan
2.545e-07,nan
2.553e-07,nan
2.561e-07,nan
2.569e-07,nan
2.577e-07,nan
2.585e-07,nan
2.593e-07,nan
2.601e-07,nan
2.609e-07,nan
2.617e-07,nan
2.625e-07,nan
2.633e-07,nan
2.641e-07,nan
2.649e-07,nan
2.657e-07,nan
2.665e-07,nan
2.673e-07,nan
2.681e-07,nan
2.689e-07,nan
2.697e-07,nan
2.705e-07,nan
2.713e-07,nan
2.721e-07,nan
2.729e-07,nan
2.737e-07,nan
2.745e-07,nan
2.753e-07,nan
2.761e-07,nan
2.769e-07,nan
2.777e-07,nan
2.785e-07,nan
2.793e-07,nan
2.801e-07,nan
2.809e-07,nan
2.817e-07,nan
2.825e-07,nan
2.833e-07,nan
2.841e-07,nan
2.849e-07,nan
2.857e-07,nan
2.865e-07,nan
2.873e-07,nan
2.881e-07,nan
2.889e-07,nan
2.897e-07,nan
2.905e-07,nan
2.913e-07,nan
2.921e-07,nan
2.929e-07,nan
2.937e-07,nan
2.945e-07,nan
2.953e-07,nan
2.961e-07,nan
2.969e-07,nan
2.977e-07,nan
2.985e-07,nan
2.993e-07,nan
3.001e-07,nan
3.009e-07,nan
3.017e-07,nan
3.025e-07,nan
3.033e-07,nan
3.041e-07,nan
3.049e-07,nan
3.057e-07,nan
3.065e-07,nan
3.073e-07,nan
