Model,MDO32
3.081e-07,nan
3.089e-07,nan
3.097e-07,nan
3.105e-07,nan
3.113e-07,nan
3.121e-07,nan
3.129e-07,nan
3.137e-07,nan
3.145e-07,nan
3.153e-07,nan
3.161e-07,nan
3.169e-07,nan
3.177e-07,nan
3.185e-07,nan
3.193e-07,nan
3.201e-07,nan
3.209e-07,nan
3.217e-07,nan
3.225e-07,nan
3.233e-07,nan
3.241e-07,nan
3.249e-07,nan
3.257e-07,nan
3.265e-07,nan
3.273e-07,nan
3.281e-07,nan
3.289e-07,nan
3.297e-07,nan
3.305e-07,nan
3.313e-07,nan
3.321e-07,nan
3.329e-07,nan
3.337e-07,nan
3.345e-07,nan
3.353e-07,nan
3.361e-07,nan
3.369e-07,nan
3.377e-07,nan
3.385e-07,nan
3.393e-07,nan
3.401e-07,nan
3.409e-07,nan
3.417e-07,nan
3.425e-07,nan
3.433e-07,nan
3.441e-07,nan
3.449e-07,nan
3.457e-07,nan
3.465e-07,nan
3.473e-07,nan
3.481e-07,nan
3.489e-07,nan
3.497e-07,nan
3.505e-07,nan
3.513e-07,nan
3.521e-07,nan
3.529e-07,nan
3.537e-07,nan
3.545e-07,nan
3.553e-07,nan
3.561e-07,nan
3.569e-07,nan
3.577e-07,nan
3.585e-07,nan
3.593e-07,nan
3.601e-07,nan
3.609e-07,nan
3.617e-07,nan
3.625e-07,nan
3.633e-07,nan
3.641e-07,nan
3.649e-07,nan
3.657e-07,nan
3.665e-07,nan
3.673e-07,nan
3.681e-07,nan
3.689e-07,nan
3.697e-07,nan
3.705e-07,nan
3.713e-07,nan
3.721e-07,nan
3.729e-07,nan
3.737e-07,nan
3.745e-07,nan
3.753e-07,nan
3.761e-07,nan
3.769e-07,nan
3.777e-07,nan
3.785e-07,nan
3.793e-07,nan
3.801e-07,nan
3.809e-07,nan
3.817e-07,nan
3.825e-07,nan
3.833e-07,nan
3.841e-07,nan
3.849e-07,nan
3.857e-07,nan
3.865e-07,nan
3.873e-07,nan
3.881e-07,nan
3.889e-07,nan
3.897e-07,nan
3.905e-07,nan
3.913e-07,nan
3.921e-07,nan
3.929e-07,nan
3.937e-07,nan
3.945e-07,nan
3.953e-07,nan
3.961e-07,nan
3.969e-07,nan
3.977e-07,nan
3.985e-07,nan
3.993e-07,nan
4.001e-07,nan
4.009e-07,nan
4.017e-07,nan
4.025e-07,nan
4.033e-07,nan
4.041e-07,nan
4.049e-07,nan
4.057e-07,nan
4.065e-07,nan
4.073e-07,nan
4.081e-07,nan
4.089e-07,nan
4.097e-07,nan
4.105e-07,nan
4.113e-07,nan
4.121e-07,nan
4.129e-07,nan
4.137e-07,nan
4.145e-07,nan
4.153e-07,nan
4.161e-07,nan
4.169e-07,nan
4.177e-07,nan
4.185e-07,nan
4.193e-07,nan
4.201e-07,nan
4.209e-07,nan
4.217e-07,nan
4.225e-07,nan
4.233e-07,nan
4.241e-07,nan
4.249e-07,nan
4.257e-07,nan
4.265e-07,nan
4.273e-07,nan
4.281e-07,nan
4.289e-07,nan
4.297e-07,nan
4.305e-07,nan
4.313e-07,nan
4.321e-07,nan
4.329e-07,nan
4.337e-07,nan
4.345e-07,nan
4.353e-07,nan
4.361e-07,nan
4.369e-07,nan
4.377e-07,nan
4.385e-07,nan
4.393e-07,nan
4.401e-07,nan
4.409e-07,nan
4.417e-07,nan
4.425e-07,nan
4.433e-07,nan
4.441e-07,nan
4.449e-07,nan
4.457e-07,nan
4.465e-07,nan
4.473e-07,nan
4.481e-07,nan
4.489e-07,nan
4.497e-07,nan
4.505e-07,nan
4.513e-07,nan
4.521e-07,nan
4.529e-07,nan
4.537e-07,nan
4.545e-07,nan
4.553e-07,nan
4.561e-07,nan
4.569e-07,nan
4.577e-07,nan
4.585e-07,nan
4.593e-07,nan
4.601e-07,nan
4.609e-07,nan
4.617e-07,nan
4.625e-07,nan
4.633e-07,nan
4.641e-07,nan
4.649e-07,nan
4.657e-07,nan
4.665e-07,nan
4.673e-07,nan
4.681e-07,nan
4.689e-07,nan
4.697e-07,nan
4.705e-07,nan
4.713e-07,nan
4.721e-07,nan
4.729e-07,nan
4.737e-07,nan
4.745e-07,nan
4.753e-07,nan
4.761e-07,nan
4.769e-07,nan
4.777e-07,nan
4.785e-07,nan
4.793e-07,nan
4.801e-07,nan
4.809e-07,nan
4.817e-07,nan
4.825e-07,nan
4.833e-07,nan
4.841e-07,nan
4.849e-07,nan
4.857e-07,nan
4.865e-07,nan
4.873e-07,nan
4.881e-07,nan
4.889e-07,nan
4.897e-07,nan
4.905e-07,nan
4.913e-07,nan
4.921e-07,nan
4.929e-07,nan
4.937e-07,nan
4.945e-07,nan
4.953e-07,nan
4.961e-07,nan
4.969e-07,nan
4.977e-07,nan
4.985e-07,nan
4.993e-07,nan
5.001e-07,nan
5.009e-07,nan
5.017e-07,nan
5.025e-07,nan
5.033e-07,nan
5.041e-07,nan
5.049e-07,nan
5.057e-07,nan
5.065e-07,nan
5.073e-07,nan
5.081e-07,nan
5.089e-07,nan
5.097e-07,nan
5.105e-07,nan
5.113e-07,nan
5.121e-07,nan
5.129e-07,nan
5.137e-07,nan
5.145e-07,nan
5.153e-07,nan
5.161e-07,nan
5.169e-07,nan
5.177e-07,nan
5.185e-07,nan
5.193e-07,nan
5.201e-07,nan
5.209e-07,nan
5.217e-07,nan
5.225e-07,nan
5.233e-07,nan
5.241e-07,nan
5.249e-07,nan
5.257e-07,nan
5.265e-07,nan
5.273e-07,nan
5.281e-07,nan
5.289e-07,nan
5.297e-07,nan
5.305e-07,nan
5.313e-07,nan
5.321e-07,nan
5.329e-07,nan
5.337e-07,nan
5.345e-07,nan
5.353e-07,nan
5.361e-07,nan
5.369e-07,nan
5.377e-07,nan
5.385e-07,nan
5.393e-07,nan
5.401e-07,nan
5.409e-07,nan
5.417e-07,nan
5.425e-07,nan
5.433e-07,nan
5.441e-07,nan
5.449e-07,nan
5.457e-07,nan
5.465e-07,nan
5.473e-07,nan
5.481e-07,nan
5.489e-07,nan
5.497e-07,nan
5.505e-07,nan
5.513e-07,nan
5.521e-07,nan
5.529e-07,nan
5.537e-07,nan
5.545e-07,nan
5.553e-07,nan
5.561e-07,nan
5.569e-07,nan
5.577e-07,nan
5.585e-07,nan
5.593e-07,nan
5.601e-07,nan
5.609e-07,nan
5.617e-07,nan
5.625e-07,nan
5.633e-07,nan
5.641e-07,nan
5.649e-07,nan
5.657e-07,nan
5.665e-07,nan
5.673e-07,nan
5.681e-07,nan
5.689e-07,nan
5.697e-07,nan
5.705e-07,nan
5.713e-07,nan
5.721e-07,nan
5.729e-07,nan
5.737e-07,nan
5.745e-07,nan
5.753e-07,nan
5.761e-07,nan
5.769e-07,nan
5.777e-07,nan
5.785e-07,nan
5.793e-07,nan
5.801e-07,nan
5.809e-07,nan
5.817e-07,nan
5.825e-07,nan
5.833e-07,nan
5.841e-07,nan
5.849e-07,nan
5.857e-07,nan
5.865e-07,nan
5.873e-07,nan
5.881e-07,nan
5.889e-07,nan
5.897e-07,nan
5.905e-07,nan
5.913e-07,nan
5.921e-07,nan
5.929e-07,nan
5.937e-07,nan
5.945e-07,nan
5.953e-07,nan
5.961e-07,nan
5.969e-07,nan
5.977e-07,nan
5.985e-07,nan
5.993e-07,nan
6.001e-07,nan
6.009e-07,nan
6.017e-07,nan
6.025e-07,nan
6.033e-07,nan
6.041e-07,nan
6.049e-07,nan
6.057e-07,nan
6.065e-07,nan
6.073e-07,nan
6.081e-07,nan
6.089e-07,nan
6.097e-07,nan
6.105e-07,nan
6.113e-07,nan
6.121e-07,nan
6.129e-07,nan
6.137e-07,nan
6.145e-07,nan
6.153e-07,nan
6.161e-07,nan
6.169e-07,nan
6.177e-07,nan
6.185e-07,nan
6.193e-07,nan
6.201e-07,nan
6.209e-07,nan
6.217e-07,nan
6.225e-07,nan
6.233e-07,nan
6.241e-07,nan
6.249e-07,nan
6.257e-07,nan
6.265e-07,nan
6.273e-07,nan
6.281e-07,nan
6.289e-07,nan
6.297e-07,nan
6.305e-07,nan
6.313e-07,nan
6.321e-07,nan
6.329e-07,nan
6.337e-07,nan
6.345e-07,nan
6.353e-07,nan
6.361e-07,nan
6.369e-07,nan
6.377e-07,nan
6.385e-07,nan
6.393e-07,nan
6.401e-07,nan
6.409e-07,nan
6.417e-07,nan
6.425e-07,nan
6.433e-07,nan
6.441e-07,nan
6.449e-07,nan
6.457e-07,nan
6.465e-07,nan
6.473e-07,nan
6.481e-07,nan
6.489e-07,nan
6.497e-07,nan
6.505e-07,nan
6.513e-07,nan
6.521e-07,nan
6.529e-07,nan
6.537e-07,nan
6.545e-07,nan
6.553e-07,nan
6.561e-07,nan
6.569e-07,nan
6.577e-07,nan
6.585e-07,nan
6.593e-07,nan
6.601e-07,nan
6.609e-07,nan
6.617e-07,nan
6.625e-07,nan
6.633e-07,nan
6.641e-07,nan
6.649e-07,nan
6.657e-07,nan
6.665e-07,nan
6.673e-07,nan
6.681e-07,nan
6.689e-07,nan
6.697e-07,nan
6.705e-07,nan

