Model,MDO32
2.049e-07,-0.124
2.057e-07,-0.124
2.065e-07,-0.132
2.073e-07,-0.144
2.081e-07,-0.152
2.089e-07,-0.152
2.097e-07,-0.14
2.105e-07,-0.128
2.113e-07,-0.12
2.121e-07,-0.132
2.129e-07,-0.16
2.137e-07,-0.192
2.145e-07,-0.204
2.153e-07,-0.196
2.161e-07,-0.172
2.169e-07,-0.152
2.177e-07,-0.14
2.185e-07,-0.136
2.193e-07,-0.136
2.201e-07,-0.128
2.209e-07,-0.124
2.217e-07,-0.132
2.225e-07,-0.14
2.233e-07,-0.136
2.241e-07,-0.12
2.249e-07,-0.104
2.257e-07,-0.104
2.265e-07,-0.116
2.273e-07,-0.144
2.281e-07,-0.156
2.289e-07,-0.156
2.297e-07,-0.148
2.305e-07,-0.136
2.313e-07,-0.128
2.321e-07,-0.128
2.329e-07,-0.124
2.337e-07,-0.12
2.345e-07,-0.116
2.353e-07,-0.132
2.361e-07,-0.152
2.369e-07,-0.168
2.377e-07,-0.176
2.385e-07,-0.18
2.393e-07,-0.176
2.401e-07,-0.164
2.409e-07,-0.14
2.417e-07,-0.12
2.425e-07,-0.108
2.433e-07,-0.108
2.441e-07,-0.12
2.449e-07,-0.128
2.457e-07,-0.132
2.465e-07,-0.136
2.473e-07,-0.136
2.481e-07,-0.132
2.489e-07,-0.128
2.497e-07,-0.12
2.505e-07,-0.128
2.513e-07,-0.136
2.521e-07,-0.152
2.529e-07,-0.148
2.537e-07,-0.14
2.545e-07,-0.128
2.553e-07,-0.116
2.561e-07,-0.116
2.569e-07,-0.128
2.577e-07,-0.144
2.585e-07,-0.16
2.593e-07,-0.16
2.601e-07,-0.144
2.609e-07,-0.124
2.617e-07,-0.112
2.625e-07,-0.108
2.633e-07,-0.108
2.641e-07,-0.116
2.649e-07,-0.116
2.657e-07,-0.124
2.665e-07,-0.136
2.673e-07,-0.144
2.681e-07,-0.144
2.689e-07,-0.14
2.697e-07,-0.136
2.705e-07,-0.128
2.713e-07,-0.124
2.721e-07,-0.12
2.729e-07,-0.124
2.737e-07,-0.112
2.745e-07,-0.104
2.753e-07,-0.104
2.761e-07,-0.108
2.769e-07,-0.108
2.777e-07,-0.108
2.785e-07,-0.096
2.793e-07,-0.08
2.801e-07,-0.072
2.809e-07,-0.068
2.817e-07,-0.072
2.825e-07,-0.088
2.833e-07,-0.104
2.841e-07,-0.12
2.849e-07,-0.132
2.857e-07,-0.132
2.865e-07,-0.124
2.873e-07,-0.108
2.881e-07,-0.088
2.889e-07,-0.08
2.897e-07,-0.072
2.905e-07,-0.064
2.913e-07,-0.06
2.921e-07,-0.06
2.929e-07,-0.064
2.937e-07,-0.076
2.945e-07,-0.088
2.953e-07,-0.092
2.961e-07,-0.1
2.969e-07,-0.104
2.977e-07,-0.112
2.985e-07,-0.12
2.993e-07,-0.128
3.001e-07,-0.128
3.009e-07,-0.128
3.017e-07,-0.128
3.025e-07,-0.124
3.033e-07,-0.124
3.041e-07,-0.116
3.049e-07,-0.104
3.057e-07,-0.088
3.065e-07,-0.084
3.073e-07,-0.084
3.081e-07,-0.092
3.089e-07,-0.096
3.097e-07,-0.092
3.105e-07,-0.088
3.113e-07,-0.084
3.121e-07,-0.08
3.129e-07,-0.076
3.137e-07,-0.068
3.145e-07,-0.064
3.153e-07,-0.064
3.161e-07,-0.072
3.169e-07,-0.08
3.177e-07,-0.096
3.185e-07,-0.108
3.193e-07,-0.108
3.201e-07,-0.108
3.209e-07,-0.112
3.217e-07,-0.124
3.225e-07,-0.14
3.233e-07,-0.148
3.241e-07,-0.14
3.249e-07,-0.124
3.257e-07,-0.1
3.265e-07,-0.092
3.273e-07,-0.088
3.281e-07,-0.088
3.289e-07,-0.096
3.297e-07,-0.096
3.305e-07,-0.092
3.313e-07,-0.088
3.321e-07,-0.08
3.329e-07,-0.072
3.337e-07,-0.064
3.345e-07,-0.06
3.353e-07,-0.06
3.361e-07,-0.08
3.369e-07,-0.096
3.377e-07,-0.108
3.385e-07,-0.108
3.393e-07,-0.096
3.401e-07,-0.088
3.409e-07,-0.076
3.417e-07,-0.08
3.425e-07,-0.092
3.433e-07,-0.108
3.441e-07,-0.104
3.449e-07,-0.1
3.457e-07,-0.088
3.465e-07,-0.084
3.473e-07,-0.088
3.481e-07,-0.08
3.489e-07,-0.076
3.497e-07,-0.076
3.505e-07,-0.076
3.513e-07,-0.08
3.521e-07,-0.088
3.529e-07,-0.088
3.537e-07,-0.092
3.545e-07,-0.088
3.553e-07,-0.088
3.561e-07,-0.084
3.569e-07,-0.076
3.577e-07,-0.076
3.585e-07,-0.08
3.593e-07,-0.096
3.601e-07,-0.108
3.609e-07,-0.12
3.617e-07,-0.12
3.625e-07,-0.108
3.633e-07,-0.1
3.641e-07,-0.108
3.649e-07,-0.116
3.657e-07,-0.124
3.665e-07,-0.124
3.673e-07,-0.124
3.681e-07,-0.116
3.689e-07,-0.1
3.697e-07,-0.084
3.705e-07,-0.068
3.713e-07,-0.06
3.721e-07,-0.06
3.729e-07,-0.068
3.737e-07,-0.084
3.745e-07,-0.092
3.753e-07,-0.084
3.761e-07,-0.08
3.769e-07,-0.064
3.777e-07,-0.056
3.785e-07,-0.052
3.793e-07,-0.056
3.801e-07,-0.06
3.809e-07,-0.06
3.817e-07,-0.064
3.825e-07,-0.068
3.833e-07,-0.068
3.841e-07,-0.072
3.849e-07,-0.064
3.857e-07,-0.06
3.865e-07,-0.06
3.873e-07,-0.072
3.881e-07,-0.08
3.889e-07,-0.092
3.897e-07,-0.1
3.905e-07,-0.112
3.913e-07,-0.116
3.921e-07,-0.116
3.929e-07,-0.112
3.937e-07,-0.104
3.945e-07,-0.1
3.953e-07,-0.096
3.961e-07,-0.096
3.969e-07,-0.096
3.977e-07,-0.084
3.985e-07,-0.076
3.993e-07,-0.064
4.001e-07,-0.052
4.009e-07,-0.056
4.017e-07,-0.064
4.025e-07,-0.08
4.033e-07,-0.1
4.041e-07,-0.112
4.049e-07,-0.104
4.057e-07,-0.092
4.065e-07,-0.08
4.073e-07,-0.076
4.081e-07,-0.076
4.089e-07,-0.08
4.097e-07,-0.092
4.105e-07,-0.1
4.113e-07,-0.1
4.121e-07,-0.096
4.129e-07,-0.088
4.137e-07,-0.084
4.145e-07,-0.076
4.153e-07,-0.072
4.161e-07,-0.064
4.169e-07,-0.068
4.177e-07,-0.076
4.185e-07,-0.088
4.193e-07,-0.084
4.201e-07,-0.076
4.209e-07,-0.064
4.217e-07,-0.06
4.225e-07,-0.06
4.233e-07,-0.064
4.241e-07,-0.064
4.249e-07,-0.064
4.257e-07,-0.08
4.265e-07,-0.1
4.273e-07,-0.112
4.281e-07,-0.108
4.289e-07,-0.092
4.297e-07,-0.064
4.305e-07,-0.048
4.313e-07,-0.048
4.321e-07,-0.056
4.329e-07,-0.068
4.337e-07,-0.088
4.345e-07,-0.1
4.353e-07,-0.108
4.361e-07,-0.1
4.369e-07,-0.088
4.377e-07,-0.072
4.385e-07,-0.064
4.393e-07,-0.056
4.401e-07,-0.056
4.409e-07,-0.06
4.417e-07,-0.064
4.425e-07,-0.076
4.433e-07,-0.088
4.441e-07,-0.096
4.449e-07,-0.084
4.457e-07,-0.068
4.465e-07,-0.048
4.473e-07,-0.044
4.481e-07,-0.04
4.489e-07,-0.04
4.497e-07,-0.04
4.505e-07,-0.04
4.513e-07,-0.04
4.521e-07,-0.048
4.529e-07,-0.052
4.537e-07,-0.06
4.545e-07,-0.06
4.553e-07,-0.06
4.561e-07,-0.056
4.569e-07,-0.052
4.577e-07,-0.06
4.585e-07,-0.076
4.593e-07,-0.084
4.601e-07,-0.084
4.609e-07,-0.076
4.617e-07,-0.068
4.625e-07,-0.068
4.633e-07,-0.076
4.641e-07,-0.08
4.649e-07,-0.08
4.657e-07,-0.08
4.665e-07,-0.08
4.673e-07,-0.084
4.681e-07,-0.088
4.689e-07,-0.084
4.697e-07,-0.072
4.705e-07,-0.06
4.713e-07,-0.056
4.721e-07,-0.068
4.729e-07,-0.08
4.737e-07,-0.088
4.745e-07,-0.092
4.753e-07,-0.088
4.761e-07,-0.08
4.769e-07,-0.076
4.777e-07,-0.076
4.785e-07,-0.088
4.793e-07,-0.108
4.801e-07,-0.124
4.809e-07,-0.132
4.817e-07,-0.128
4.825e-07,-0.12
4.833e-07,-0.112
4.841e-07,-0.096
4.849e-07,-0.072
4.857e-07,-0.048
4.865e-07,-0.036
4.873e-07,-0.044
4.881e-07,-0.06
4.889e-07,-0.072
4.897e-07,-0.076
4.905e-07,-0.068
4.913e-07,-0.056
4.921e-07,-0.048
4.929e-07,-0.04
4.937e-07,-0.036
4.945e-07,-0.024
4.953e-07,-0.028
4.961e-07,-0.04
4.969e-07,-0.06
4.977e-07,-0.072
4.985e-07,-0.08
4.993e-07,-0.068
5.001e-07,-0.052
5.009e-07,-0.032
5.017e-07,-0.024
5.025e-07,-0.02
5.033e-07,-0.02
5.041e-07,-0.024
5.049e-07,-0.032
5.057e-07,-0.036
5.065e-07,-0.044
5.073e-07,-0.052
5.081e-07,-0.056
5.089e-07,-0.048
5.097e-07,-0.036
5.105e-07,-0.032
5.113e-07,-0.032
5.121e-07,-0.032
5.129e-07,-0.036
5.137e-07,-0.044
5.145e-07,-0.056
5.153e-07,-0.072
5.161e-07,-0.08
5.169e-07,-0.084
5.177e-07,-0.08
5.185e-07,-0.072
5.193e-07,-0.068
5.201e-07,-0.064
5.209e-07,-0.052
5.217e-07,-0.044
5.225e-07,-0.04
5.233e-07,-0.052
5.241e-07,-0.064
5.249e-07,-0.072
5.257e-07,-0.068
5.265e-07,-0.064
5.273e-07,-0.052
5.281e-07,-0.048
5.289e-07,-0.048
5.297e-07,-0.048
5.305e-07,-0.052
5.313e-07,-0.06
5.321e-07,-0.068
5.329e-07,-0.076
5.337e-07,-0.076
5.345e-07,-0.06
5.353e-07,-0.048
5.361e-07,-0.04
5.369e-07,-0.044
5.377e-07,-0.048
5.385e-07,-0.052
5.393e-07,-0.06
5.401e-07,-0.056
5.409e-07,-0.052
5.417e-07,-0.052
5.425e-07,-0.052
5.433e-07,-0.052
5.441e-07,-0.056
5.449e-07,-0.048
5.457e-07,-0.04
5.465e-07,-0.032
5.473e-07,-0.032
5.481e-07,-0.032
5.489e-07,-0.032
5.497e-07,-0.036
5.505e-07,-0.032
5.513e-07,-0.032
5.521e-07,-0.036
5.529e-07,-0.04
5.537e-07,-0.044
5.545e-07,-0.048
5.553e-07,-0.056
5.561e-07,-0.06
5.569e-07,-0.06
5.577e-07,-0.06
5.585e-07,-0.06
5.593e-07,-0.064
5.601e-07,-0.072
5.609e-07,-0.068
5.617e-07,-0.06
5.625e-07,-0.052
5.633e-07,-0.044
5.641e-07,-0.036
5.649e-07,-0.04
5.657e-07,-0.04
5.665e-07,-0.04
5.673e-07,-0.048
5.681e-07,-0.06
5.689e-07,-0.064
5.697e-07,-0.064
5.705e-07,-0.052
5.713e-07,-0.04
5.721e-07,-0.036
5.729e-07,-0.048
5.737e-07,-0.052
5.745e-07,-0.064
5.753e-07,-0.06
5.761e-07,-0.056
5.769e-07,-0.048
5.777e-07,-0.04
5.785e-07,-0.036
5.793e-07,-0.032
5.801e-07,-0.032
5.809e-07,-0.036
5.817e-07,-0.052
5.825e-07,-0.06
5.833e-07,-0.064
5.841e-07,-0.064
5.849e-07,-0.064
5.857e-07,-0.056
5.865e-07,-0.052
5.873e-07,-0.04
5.881e-07,-0.028
5.889e-07,-0.02
5.897e-07,-0.024
5.905e-07,-0.028
5.913e-07,-0.044
5.921e-07,-0.048
5.929e-07,-0.044
5.937e-07,-0.032
5.945e-07,-0.02
5.953e-07,-0.016
5.961e-07,-0.016
5.969e-07,-0.02
5.977e-07,-0.036
5.985e-07,-0.048
5.993e-07,-0.064
6.001e-07,-0.068
6.009e-07,-0.068
6.017e-07,-0.064
6.025e-07,-0.052
6.033e-07,-0.044
6.041e-07,-0.036
6.049e-07,-0.04
6.057e-07,-0.04
6.065e-07,-0.044
6.073e-07,-0.048
6.081e-07,-0.06
6.089e-07,-0.068
6.097e-07,-0.072
6.105e-07,-0.072
6.113e-07,-0.064
6.121e-07,-0.06
6.129e-07,-0.056
6.137e-07,-0.048
6.145e-07,-0.044
6.153e-07,-0.044
6.161e-07,-0.048
6.169e-07,-0.048
6.177e-07,-0.056
6.185e-07,-0.056
6.193e-07,-0.06
6.201e-07,-0.06
6.209e-07,-0.06
6.217e-07,-0.06
6.225e-07,-0.06
6.233e-07,-0.064
6.241e-07,-0.06
6.249e-07,-0.052
6.257e-07,-0.048
6.265e-07,-0.048
6.273e-07,-0.052
6.281e-07,-0.056
6.289e-07,-0.06
6.297e-07,-0.06
6.305e-07,-0.052
6.313e-07,-0.044
6.321e-07,-0.036
6.329e-07,-0.036
6.337e-07,-0.04
6.345e-07,-0.048
6.353e-07,-0.056
6.361e-07,-0.056
6.369e-07,-0.056
6.377e-07,-0.044
6.385e-07,-0.032
6.393e-07,-0.028
6.401e-07,-0.032
6.409e-07,-0.028
6.417e-07,-0.028
6.425e-07,-0.032
6.433e-07,-0.036
6.441e-07,-0.052
6.449e-07,-0.052
6.457e-07,-0.056
6.465e-07,-0.048
6.473e-07,-0.032
6.481e-07,-0.028
6.489e-07,-0.028
6.497e-07,-0.04
6.505e-07,-0.044
6.513e-07,-0.048
6.521e-07,-0.044
6.529e-07,-0.036
6.537e-07,-0.028
6.545e-07,-0.02
6.553e-07,-0.016
6.561e-07,-0.016
6.569e-07,-0.02
6.577e-07,-0.028
6.585e-07,-0.044
6.593e-07,-0.052
6.601e-07,-0.056
6.609e-07,-0.048
6.617e-07,-0.032
6.625e-07,-0.02
6.633e-07,-0.016
6.641e-07,-0.02
6.649e-07,-0.032
6.657e-07,-0.04
6.665e-07,-0.04
6.673e-07,-0.04
6.681e-07,-0.04
6.689e-07,-0.036
6.697e-07,-0.036
6.705e-07,-0.032

