50	145.71692
51.195427	142.5687
52.390854	135.66493
53.586277	135.34946
54.781704	135.20471
55.977131	126.03555
57.172558	126.31789
58.367985	140.74915
59.563408	118.24467
60.758835	133.05116
61.954262	126.20378
63.149689	148.75803
64.345116	156.43553
65.540543	166.00166
66.73597	186.35397
67.931396	236.10832
69.126816	312.91699
70.322243	403.26074
71.51767	508.48785
72.713097	611.29218
73.908524	659.0332
75.103951	597.89166
76.299377	596.03723
77.494804	666.88397
78.690231	604.58795
79.885658	564.26178
81.081078	600.27185
82.276505	628.05597
83.471931	684.49036
84.667358	790.30664
85.862785	928.73938
87.058212	1089.5798
88.253639	1217.6292
89.449066	1254.7483
90.644493	1305.9009
91.83992	1283.0482
93.035339	1283.9774
94.230766	1254.0748
95.426193	1217.5472
96.62162	1211
97.817047	1157.4288
99.012474	1121.4871
100.2079	1115.6671
101.40333	1108.2537
102.59875	1101.9137
103.79418	1103.2261
104.98961	1080.804
106.18503	1034.3351
107.38046	1025.2196
108.57588	1006.8789
109.77131	992.00256
110.96674	993.86737
112.16216	955.06378
113.35759	970.5155
114.55302	960.69873
115.74844	999.91626
116.94387	948.33496
118.13929	894.90094
119.33472	919.51129
120.53014	939.68945
121.72557	938.16742
122.921	954.84143
124.11642	918.04028
125.31185	962.0415
126.50728	877.43695
127.70271	901.73175
128.89813	915.84753
130.09355	899.8645
131.28899	890.67578
132.48441	910.73279
133.67984	897.24518
134.87526	888.96906
136.07068	870.93079
137.26611	879.3681
138.46153	896.47925
139.65697	890.32446
140.85239	919
142.04782	915.13757
143.24324	901.81207
144.43867	910.53455
145.63409	880.47778
146.82953	924.45154
148.02495	894.34528
149.22037	894.09296
150.4158	894.24536
151.61122	896.76648
152.80666	895.48682
154.00208	874.23315
155.19751	868.53729
156.39293	869.65344
157.58836	879.33771
158.78378	905.45465
159.97922	894.03137
161.17464	896.70825
162.37006	846.67798
163.56549	865.2608
164.76091	869.2384
165.95634	924.57434
167.15176	922.72009
168.3472	907.25562
169.54262	888.8465
170.73805	911.18146
171.93347	924.90778
173.12889	924.8493
174.32433	918.85242
175.51974	921.72363
176.71518	966.08014
177.9106	1006.3108
179.10603	988.86884
180.30145	1007.9382
181.49689	984.93884
182.69231	999.7691
183.88774	991.11432
185.08316	1072.911
186.27858	1086.0088
187.47401	1088.7159
188.66943	1167.3568
189.86487	1165.5237
191.06029	1188.0201
192.25572	1288.1727
193.45114	1358.1147
194.64658	1377.0803
195.842	1385.1506
197.03741	1430.1801
198.23285	1527.5073
199.42827	1627.3323
200.6237	1737.1094
201.81912	1835.1584
203.01456	1941.8859
204.20998	2150.0637
205.40541	2266.145
206.60083	2575.8306
207.79626	2882.9382
208.99168	3257.3696
210.1871	3748.7859
211.38254	4510.0732
212.57796	5427.1978
213.77339	6651.0918
214.96881	8121.1938
216.16425	9634.4229
217.35966	11055.551
218.5551	12139.557
219.75052	12347.185
220.94595	11441.056
222.14137	10015.634
223.33679	8250.6367
224.53223	6910.0156
225.72765	5876.1548
226.92308	4827.5879
228.1185	4269.8193
229.31393	3666.7195
230.50935	3289.4531
231.70479	3064.3223
232.90021	2739.2664
234.09563	2557.4956
235.29106	2399.6345
236.48648	2214.8384
237.68192	2093.9746
238.87733	1963.439
240.07277	1840.2488
241.26819	1784.8845
242.46362	1705.4084
243.65904	1659.8494
244.85448	1614.4709
246.0499	1535.6052
247.24532	1503.5602
248.44075	1468.6176
249.63617	1362.3303
250.8316	1418.2716
252.02702	1369.5216
253.22246	1322.2179
254.41788	1343.8866
255.61331	1266.7461
256.80875	1241.1068
258.00415	1260.2678
259.19958	1246.4943
260.39502	1217.1713
261.59042	1198.4438
262.78586	1190.0911
263.98129	1195.8911
265.17673	1197.8031
266.37213	1183
267.56757	1173.163
268.763	1155.0956
269.95844	1183.932
271.15384	1142.2297
272.34927	1181.5568
273.54471	1161.6536
274.74011	1196.9263
275.93555	1189.6898
277.13098	1238.0472
278.32642	1232.5726
279.52182	1258.9069
280.71725	1291.2285
281.91269	1284.8798
283.10809	1301.6987
284.30353	1356.5713
285.49896	1441.9963
286.6944	1463.386
287.8898	1440.7363
289.08524	1498.9418
290.28067	1600.5757
291.4761	1663.5593
292.67151	1734.2078
293.86694	1798.2819
295.06238	1864.6901
296.25778	2013.5914
297.45322	2082.4846
298.64865	2301.929
299.84409	2498.5039
301.03949	2603.6016
302.23492	3016.3579
303.43036	3337.1799
304.62579	3759.9575
305.8212	4217.8657
307.01663	4980.3672
308.21207	5937.314
309.40747	7186.0039
310.60291	8588.9746
311.79834	10017.005
312.99377	11405.42
314.18918	12610.717
315.38461	13293.938
316.58005	13034.967
317.77548	11816.538
318.97089	10089.618
320.16632	8195.8994
321.36176	6433.6694
322.55716	5200.084
323.75259	4257.0835
324.94803	3607.7605
326.14346	3093.3042
327.33887	2706.3398
328.5343	2527.999
329.72974	2276.7361
330.92517	2099.4321
332.12057	1925.9001
333.31601	1805.5541
334.51144	1733.3481
335.70685	1586.712
336.90228	1581.7944
338.09772	1500.0416
339.29315	1395.6506
340.48856	1387.5995
341.68399	1386.9603
342.87943	1325.7838
344.07483	1299.2987
345.27026	1267.4668
346.4657	1213.693
347.66113	1234.8145
348.85654	1207.8245
350.05197	1152.2742
351.24741	1116.1832
352.44284	1084.024
353.63824	1085.5465
354.83368	1055.4425
356.02911	1071.5454
357.22452	1068.1962
358.41995	1087.41
359.61539	996.81055
360.81082	997.83411
362.00623	1030.6799
363.20166	1014.8171
364.39709	1031.2366
365.59253	1007.0004
366.78793	1003.8223
367.98337	1007.914
369.1788	934.13446
370.37421	945.76813
371.56964	976.48389
372.76508	968.64246
373.96051	968.30383
375.15591	972.40326
376.35135	974.84686
377.54678	981.3504
378.74222	991.74371
379.93762	964.57855
381.13306	916.69757
382.32849	944.42639
383.5239	944.66003
384.71933	954.49701
385.91476	957.50763
387.1102	956.4585
388.3056	925.65796
389.50104	918.3501
390.69647	924.88135
391.89191	967.78265
393.08731	981.44629
394.28275	953.36963
395.47818	966.37781
396.67358	967.92401
397.86902	985.85291
399.06445	952.68231
400.25989	953.64264
401.45529	924.65875
402.65073	946.16266
403.84616	946.1582
405.04156	974.78442
406.237	975.15631
407.43243	981.27051
408.62787	1000.9316
409.82327	968.57227
411.01871	946.67413
412.21414	971.48419
413.40958	989
414.60498	994.14685
415.80042	989.46948
416.99585	996.08014
418.19125	1022.3332
419.38669	1006.0224
420.58212	1004.3972
421.77756	1063.2467
422.97296	1107.8776
424.1684	1136.1943
425.36383	1189.1495
426.55927	1260.1576
427.75467	1372.3123
428.9501	1568.5647
430.14554	1778.5942
431.34094	2055.2175
432.53638	2227.7449
433.73181	2368.6921
434.92725	2548.7542
436.12265	2585.7676
437.31808	2677.2695
438.51352	2701.2808
439.70895	2832.791
440.90436	3041.4873
442.09979	3495.7134
443.29523	3970.876
444.49063	4589.5645
445.68607	5234.4277
446.8815	5917.9106
448.07693	6718.896
449.27234	7570.8267
450.46777	8367.8223
451.66321	9248.6709
452.85864	10226.035
454.05405	11409.95
455.24948	13044.635
456.44492	15222.642
457.64032	18175.115
458.83575	21366.998
460.03119	24077.973
461.22662	25946.973
462.42203	25711.15
463.61746	23018.801
464.8129	18613.668
466.0083	12890.159
467.20374	8207.3105
468.39917	5980.7705
469.5946	5236.1372
470.79001	4993.9614
471.98544	4809.1328
473.18088	4660.5415
474.37631	4360.6455
475.57172	4004.5125
476.76715	3754.3965
477.96259	3460.1182
479.15799	3167.7881
480.35342	2812.2512
481.54886	2703.3308
482.74429	2434.7815
483.9397	2210.6296
485.13513	2060.8315
486.33057	1871.8669
487.526	1780.6216
488.72141	1589.3414
489.91684	1460.2063
491.11227	1418.7883
492.30768	1278.241
493.50311	1232.9491
494.69855	1222.9163
